,TEI,TEO,TCI,TCO,Heat,FWC,FWE
468,46.39,40.23,80.09,86.15,45.33,268.6,214.1
469,56.42,46.13,71.08,80.82,54.62,266.1,215.7
470,50.81,45.64,86.84,92.08,43.99,269.1,214.5
471,43.28,39.91,71.2,74.68,32.082,271.6,215.2
472,49.67,40.48,78.57,87.13,45.38,267.2,215.2
473,46.88,40.07,64.94,71.41,40.121,268.1,214.4
474,42.87,39.82,61.13,64.24,27.468,270.5,214.7
475,52.0,45.84,85.41,91.39,39.26,267.0,215.7
476,53.15,50.39,75.42,78.2,22.41,267.2,214.1
477,52.66,51.62,59.04,60.31,17.73,270.7,213.8
478,50.89,44.16,64.45,70.71,36.766,270.1,214.0
479,47.54,39.54,67.23,74.76,44.641,267.0,213.3
480,61.7,51.78,85.7,95.15,54.28,265.3,215.5
481,49.17,45.76,84.63,88.15,32.78,270.9,213.8
482,60.56,50.35,85.66,95.4,58.16,265.7,214.6
483,55.36,46.29,85.29,94.05,57.42,267.5,215.3
484,53.52,50.22,85.12,88.4,24.92,267.9,214.9
485,53.52,50.22,85.12,88.44,26.35,268.5,215.9
486,55.44,49.0,65.02,70.63,20.54,274.7,217.4
487,53.97,50.72,85.25,88.48,25.51,269.7,214.7
488,53.31,49.86,62.44,65.75,22.15,270.0,215.3
489,61.01,51.82,82.01,89.75,13.98,268.0,215.3
490,45.82,39.91,61.7,67.35,37.509,270.5,215.1
491,50.98,44.29,64.45,70.67,32.55,267.3,215.4
492,51.67,43.59,78.78,86.76,57.914,266.2,214.1
493,61.75,51.0,75.5,85.7,56.04,265.3,216.2
494,60.52,50.47,85.53,95.07,56.26,266.7,215.0
495,51.43,40.44,69.93,80.37,58.12,266.5,217.1
496,51.22,40.4,69.61,79.72,55.96,267.1,214.2
497,50.94,41.54,81.15,90.12,57.41,270.1,216.1
498,50.44,41.13,80.87,89.67,53.73,269.0,214.9
499,50.53,43.96,76.73,83.32,51.573,268.4,215.8
500,47.29,40.19,66.25,73.0,43.353,269.8,215.0
501,51.34,40.64,69.48,79.55,58.4,266.1,213.2
502,47.37,39.95,66.58,73.7,45.802,268.6,215.5
503,54.5,50.96,72.06,75.91,38.457,266.5,215.7
504,57.2,49.94,86.93,94.13,55.116,267.5,213.6
505,53.64,50.31,62.48,65.63,20.04,270.0,214.3
506,51.3,45.23,85.25,91.1,39.24,269.5,215.6
507,48.48,45.15,65.02,68.33,25.744,268.8,214.7
508,51.26,43.06,66.99,74.31,29.36,269.1,215.9
509,55.44,44.78,70.26,80.29,55.83,267.3,215.7
510,52.0,43.06,79.23,87.17,30.72,269.4,215.8
511,53.39,50.92,75.46,78.32,34.231,267.1,215.0
512,57.16,50.68,76.32,82.42,34.59,265.7,213.5
513,57.0,56.61,60.19,61.01,20.38,271.6,216.1
514,56.5,50.47,74.85,80.62,33.74,265.2,215.5
515,58.76,49.82,70.18,78.57,44.31,265.1,215.0
516,47.78,44.86,75.05,78.12,29.41,270.0,214.9
518,56.14,49.9,65.84,71.61,29.17,269.1,217.0
519,62.07,52.19,85.74,94.95,44.59,265.1,216.3
520,52.29,46.01,86.19,92.21,37.36,268.2,216.4
521,50.61,44.62,74.85,80.58,38.91,270.1,214.0
522,51.96,40.68,70.75,81.44,60.03,266.1,215.9
523,43.81,40.32,80.09,83.85,39.633,271.5,215.0
524,60.68,50.06,75.71,85.82,58.74,266.9,216.4
525,53.76,49.86,64.53,68.17,19.26,268.2,216.5
526,48.36,45.52,74.97,77.92,26.72,268.2,214.0
527,48.93,39.7,63.71,72.31,48.45,267.6,213.5
528,49.91,43.88,75.71,81.52,39.49,269.7,215.2
529,59.66,50.1,71.69,80.62,45.47,266.8,216.7
530,56.14,49.9,65.8,71.61,30.02,267.5,216.4
531,51.63,40.73,69.77,80.0,56.34,265.7,214.1
532,45.53,39.17,69.2,75.38,45.755,271.5,214.7
533,52.66,49.94,75.22,78.0,22.91,266.9,215.8
534,55.19,46.05,84.84,93.47,49.42,267.9,216.2
535,45.82,39.91,61.66,67.35,37.907,268.9,215.0
536,56.05,47.07,75.75,83.16,13.77,275.4,216.7
537,61.34,50.1,75.91,86.64,61.44,265.0,215.6
538,61.83,51.08,75.75,85.86,53.62,264.9,215.2
539,57.16,50.76,76.2,82.38,40.03,268.0,216.1
540,60.64,50.47,85.66,95.32,54.62,266.5,216.5
541,56.5,50.43,74.68,80.37,31.58,266.8,214.4
542,56.01,49.94,65.35,70.91,27.23,268.6,215.5
543,43.32,40.11,71.2,74.68,37.2159,271.0,214.7
544,55.36,46.33,85.33,94.05,56.2,267.2,215.7
545,51.1,44.37,64.53,70.79,34.51,270.4,216.6
546,56.3,49.94,66.25,72.1,31.52,271.0,215.6
547,59.98,50.63,87.13,95.89,47.06,267.0,215.8
548,45.78,39.09,69.48,76.03,48.5394,269.6,214.4
549,43.57,39.91,66.13,69.81,30.039,269.8,215.6
550,47.17,40.28,65.02,71.57,39.231,268.4,216.2
551,53.11,50.35,75.3,78.12,22.77,265.9,215.8
552,43.48,39.87,80.95,84.79,38.305,271.2,216.1
553,54.58,46.29,68.99,77.18,60.341,267.9,215.0
554,51.43,42.45,80.58,88.97,45.08,268.1,216.2
555,56.18,49.77,66.04,72.02,31.34,267.6,216.4
556,45.61,39.29,69.36,75.58,46.862,270.1,215.3
557,57.04,47.24,75.5,84.96,59.13,267.0,216.5
558,51.59,45.35,85.78,91.84,41.36,268.5,215.5
559,48.11,45.15,75.62,78.65,25.17,267.8,215.7
560,54.29,46.54,73.99,81.52,50.957,268.0,215.5
561,43.28,40.07,71.24,74.76,38.1747,271.5,216.6
562,53.64,50.31,62.56,65.63,16.66,270.2,214.8
563,43.65,39.95,65.39,69.24,36.18512,269.3,213.3
564,48.36,44.74,65.39,68.95,25.673,269.5,216.7
565,50.12,40.32,65.8,74.89,50.17,268.3,213.9
566,47.5,40.52,65.92,72.47,34.37,266.8,216.8
567,50.32,40.44,66.86,75.99,39.08,264.4,217.2
568,52.7,49.94,75.09,77.87,21.43,265.8,215.1
569,46.76,40.77,79.92,85.98,49.009,268.4,215.5
570,55.69,51.08,82.87,87.58,40.52,270.3,216.4
571,59.9,50.43,85.29,94.25,51.63,266.9,215.4
572,55.56,45.02,71.0,80.99,57.02,266.7,215.9
573,43.77,39.95,66.29,70.26,37.6854,270.3,213.4
574,43.81,40.19,65.67,69.36,31.638,268.8,214.0
575,43.48,40.03,80.17,83.93,40.035,268.9,214.0
577,51.22,44.0,65.72,72.39,33.55,268.0,215.9
578,50.81,41.42,81.15,90.12,57.03,268.6,215.0
579,54.83,45.88,83.73,92.04,46.3,268.9,214.5
580,55.89,46.17,76.61,84.71,20.08,275.4,215.5
581,43.65,40.23,72.02,75.75,39.1266,270.0,216.3
582,55.97,49.98,65.27,70.75,26.77,267.7,214.5
583,51.47,45.27,85.74,91.8,43.25,269.6,215.9
584,48.27,45.31,75.5,78.61,29.333,269.8,215.6
585,62.36,51.21,76.03,86.55,54.49,264.4,216.1
586,49.46,41.83,64.04,71.04,36.49,269.2,214.3
587,49.46,45.35,86.35,90.65,40.384,270.6,215.9
588,55.44,49.28,64.73,70.14,21.72,274.1,216.5
589,45.53,39.13,69.2,75.34,40.41,270.3,216.1
590,55.03,46.01,68.54,76.03,13.29,272.1,215.9
591,48.23,40.23,68.05,75.75,46.03,266.9,217.5
592,48.15,44.9,64.69,67.92,26.024,270.4,214.4
593,43.48,39.78,66.21,69.93,30.611,269.5,214.8
594,58.43,49.53,74.07,81.27,9.67,275.4,215.5
595,52.7,49.94,75.13,77.96,23.34,266.5,215.1
596,52.74,44.53,67.72,75.87,60.803,268.1,215.7
597,48.89,39.66,63.87,72.47,45.54,267.2,215.3
598,51.63,44.78,66.21,72.39,33.17,274.4,214.5
599,58.43,49.45,70.06,78.37,39.91,265.0,214.9
600,51.84,40.4,70.18,81.07,63.28,266.7,216.1
601,52.94,50.31,75.83,78.57,25.07,269.2,215.1
602,50.36,41.09,80.78,89.63,53.65,266.7,215.0
603,56.87,45.84,75.99,86.43,59.28,266.5,215.5
604,56.01,49.94,65.31,70.95,28.89,268.0,216.7
605,46.68,40.48,80.17,86.31,45.9,268.1,215.0
606,55.93,49.82,65.31,70.83,23.09,267.3,215.8
607,54.05,50.14,64.28,67.88,18.75,271.1,217.2
608,57.61,51.21,70.75,76.81,32.3,264.5,215.8
609,56.95,50.51,76.2,82.3,36.78,267.8,214.5
610,46.19,39.87,80.21,86.35,42.83,268.7,214.8
611,45.69,39.33,69.07,75.25,45.472,270.4,213.9
612,53.76,50.1,62.97,66.45,20.79,267.6,215.6
613,51.26,44.37,64.94,71.28,33.25,270.3,215.9
614,52.0,40.56,70.22,81.07,61.28,266.4,216.1
615,56.14,45.56,74.93,85.04,61.96,266.6,214.8
617,51.59,40.6,69.93,80.29,60.49,266.8,213.9
618,50.89,40.68,67.56,76.97,46.66,269.3,217.1
619,48.97,45.52,66.17,69.52,24.46,271.8,215.7
620,50.24,41.01,80.74,89.63,57.52,268.8,216.3
621,57.24,50.76,76.2,82.38,36.62,268.0,216.9
622,52.0,45.48,80.91,87.25,45.6,270.2,215.0
623,48.85,41.34,83.57,90.77,49.5,270.6,214.6
624,52.0,45.8,85.45,91.47,40.43,266.9,214.6
625,60.23,51.53,87.95,96.14,44.24,266.7,216.4
626,48.32,39.87,67.23,75.3,50.301,267.5,214.7
627,59.25,50.1,70.83,79.39,40.93,265.8,218.1
628,55.77,45.48,70.1,79.76,52.58,267.1,215.8
629,49.17,45.72,85.0,88.56,32.53,270.4,214.4
630,47.13,40.15,65.27,71.94,41.155,268.4,216.4
631,47.33,40.44,65.76,72.31,38.17,266.4,215.3
632,47.58,41.38,81.03,87.09,45.57,271.0,214.7
633,51.1,43.76,66.99,73.58,26.93,268.3,215.7
635,55.6,45.23,70.02,79.72,50.96,266.7,215.9
636,51.55,44.82,66.58,72.72,30.82,271.4,216.4
637,50.24,44.21,75.75,81.6,39.4,269.2,216.6
638,53.64,50.27,62.44,65.59,17.87,269.9,216.0
639,59.0,50.02,75.79,83.03,8.12,275.4,216.0
640,50.89,44.16,64.41,70.71,37.496,268.1,213.1
641,60.93,49.98,75.58,85.9,56.35,265.7,215.3
642,56.95,47.89,85.66,94.21,51.12,269.6,215.9
643,53.43,50.14,62.56,65.67,19.14,270.3,215.8
644,55.93,46.58,85.21,94.13,53.14,267.6,216.6
645,55.93,46.79,85.45,94.17,53.38,268.7,216.4
646,44.43,41.01,58.88,62.36,29.603,268.1,214.0
647,55.11,45.97,85.21,93.97,54.94,268.4,216.1
648,48.64,45.76,74.76,77.87,32.044,270.2,215.8
649,56.22,50.1,74.52,80.25,34.872,269.8,213.9
650,49.91,40.44,79.72,88.6,47.37,267.1,216.3
651,43.69,40.11,80.82,84.59,37.585,272.8,215.4
652,50.81,44.62,76.12,82.09,40.07,270.1,216.4
653,46.64,40.56,66.21,71.94,35.31,270.2,215.2
654,56.63,50.27,75.62,81.68,34.71,266.1,216.2
655,51.26,44.37,64.94,71.32,35.11,269.2,214.6
656,51.3,45.27,85.33,91.14,39.15,268.8,214.7
657,57.16,50.72,76.36,82.46,34.08,267.3,216.9
658,43.65,39.99,66.13,69.81,30.64,269.9,214.6
659,56.38,50.35,74.85,80.62,34.58,267.5,216.8
660,55.36,46.25,85.37,94.09,55.44,266.6,213.8
661,47.37,40.77,67.6,73.78,36.91,270.9,215.3
662,52.78,49.94,76.03,78.94,24.47,269.0,216.4
663,48.48,44.49,78.57,82.5,29.197,268.9,215.0
664,50.89,40.64,67.56,77.1,56.45,269.4,213.1
665,56.14,49.9,65.84,71.61,29.03,267.9,216.1
666,59.41,49.86,71.53,80.37,43.46,265.6,214.8
667,53.76,50.47,84.8,88.07,25.96,270.0,214.7
668,57.81,49.16,72.47,79.55,13.79,275.4,214.5
669,53.64,49.94,85.62,89.26,26.81,268.7,215.0
670,43.48,40.56,68.21,71.32,31.278,270.5,214.9
671,55.64,44.94,70.34,80.41,53.63,267.3,217.4
672,50.12,44.04,75.17,81.07,40.88,269.1,215.2
673,50.89,45.02,76.73,82.05,24.31,269.5,216.1
674,56.18,49.86,75.42,81.44,35.36,266.0,215.0
675,51.14,44.37,64.53,70.79,33.98,270.0,215.5
676,49.91,40.6,80.74,89.54,50.78,266.7,214.9
677,49.91,43.84,75.71,81.52,35.93,268.9,216.9
678,56.34,45.48,75.3,85.61,58.27,266.4,216.4
679,50.12,40.15,66.49,75.91,49.23,265.5,217.2
680,43.24,40.03,69.36,72.8,35.6434,270.3,213.7
681,46.96,40.15,64.9,71.41,44.241,270.0,213.7
682,59.41,50.47,70.38,78.69,38.6,264.3,216.2
683,43.52,40.52,68.42,71.53,28.474,270.4,215.3
685,56.26,51.17,74.19,79.35,43.129,269.3,215.0
686,59.41,49.9,71.53,80.41,46.89,266.5,215.2
687,60.43,50.22,85.62,95.28,54.12,265.6,215.2
688,59.08,49.94,70.63,79.14,41.05,265.7,216.8
689,46.68,40.6,80.29,86.27,44.6,269.0,214.5
690,46.55,40.68,80.09,85.94,45.73,269.1,215.2
691,48.97,39.99,64.0,72.39,45.85,268.2,215.7
692,52.74,49.9,76.12,79.02,24.81,267.7,214.2
693,43.77,40.15,65.06,68.83,34.744,268.7,214.1
694,45.45,40.6,77.67,82.58,40.1,269.8,216.9
695,48.6,39.58,72.92,81.64,59.147,268.4,214.6
696,55.77,46.87,70.79,79.31,53.45,268.8,216.2
697,52.37,41.13,71.2,81.72,60.2,269.6,215.9
698,45.86,39.58,69.07,75.21,45.41,270.5,215.1
699,43.2,39.87,71.16,74.64,33.142,271.4,215.5
700,59.0,49.9,70.63,79.23,43.79,264.4,216.9
701,51.55,40.44,70.67,81.27,59.46,265.4,216.8
702,51.02,44.33,64.49,70.67,32.97,271.0,216.8
703,56.75,50.51,85.12,91.06,38.01,269.5,214.8
704,51.39,45.15,85.78,91.88,42.84,267.5,214.6
705,57.24,50.63,76.36,82.58,35.43,267.6,215.4
706,50.08,41.42,72.96,80.62,28.88,268.7,214.9
707,48.48,45.31,75.17,78.49,31.373,270.5,215.5
708,55.73,46.05,78.57,87.54,43.11,267.6,217.5
709,51.22,42.24,75.99,83.81,23.56,269.1,216.4
710,50.36,41.34,73.25,81.19,29.12,268.8,214.6
711,49.91,40.19,65.59,74.6,48.1,268.0,214.6
712,53.56,49.86,85.41,89.13,30.96,269.9,214.5
713,56.01,45.15,75.22,85.49,59.64,267.4,215.4
714,54.09,50.8,85.25,88.52,25.73,270.3,215.6
715,43.69,40.07,65.1,68.78,30.816,269.7,216.4
716,43.61,39.7,81.4,85.78,49.77,268.2,213.8
717,50.85,44.08,64.94,71.53,45.75402,268.9,215.6
718,55.81,45.52,70.1,79.68,50.56,266.6,214.6
719,43.32,40.11,69.56,72.92,31.59,269.6,214.7
720,42.99,40.07,60.8,63.79,26.187,269.8,214.7
721,49.83,40.19,79.96,89.09,51.66,265.7,215.1
722,52.12,45.35,80.99,87.54,46.3,270.2,214.7
723,56.14,49.9,65.8,71.61,31.66,269.0,216.0
724,64.65,55.42,86.11,94.38,29.16,266.6,217.4
725,54.58,51.74,76.73,80.0,37.991,265.2,214.4
726,43.4,40.03,71.2,74.72,32.21,269.0,215.6
727,56.67,47.44,85.25,93.93,50.35,268.9,215.6
728,46.84,41.87,61.74,66.57,31.85,267.9,216.6
729,61.58,51.62,85.66,95.11,53.79,266.4,216.0
730,58.39,49.45,69.97,78.32,44.75,267.6,215.8
731,45.69,39.95,61.13,66.57,34.412,269.5,214.4
732,55.77,46.58,75.13,84.1,65.314,270.4,215.3
733,56.75,50.68,72.55,78.32,33.03,266.6,216.2
734,49.67,40.48,78.57,87.21,51.48,268.9,214.6
735,48.19,44.94,64.73,67.92,22.9,268.4,215.6
736,51.39,45.15,85.74,91.8,39.72,267.2,216.0
737,48.03,45.11,75.13,78.28,32.71,269.7,214.5
738,49.17,45.68,85.33,88.89,30.02,269.4,215.8
739,52.0,45.84,85.37,91.39,42.34,267.8,214.8
740,59.33,50.27,76.53,83.89,7.51,275.4,218.2
741,48.19,44.9,65.02,68.25,24.623,271.1,215.3
742,49.87,41.71,65.31,72.72,33.33,266.0,213.6
743,51.18,44.45,64.81,70.87,25.84,268.8,215.8
744,55.93,49.86,65.31,70.87,27.15,268.6,215.7
745,60.52,50.31,75.87,85.53,54.67,267.1,216.2
746,43.4,39.99,71.2,74.8,35.116,269.7,214.4
747,48.36,44.74,66.29,69.85,26.157,270.0,216.4
748,49.91,40.64,80.66,89.63,57.79,265.4,214.2
749,47.78,40.32,82.71,90.16,60.101,269.2,213.7
750,55.48,44.78,70.26,80.29,53.51,268.1,217.1
751,54.87,50.51,64.28,68.7,38.291,271.6,215.7
752,59.82,50.35,85.29,94.25,49.8,267.0,216.8
753,56.38,45.76,71.16,81.11,55.49,268.6,216.0
754,56.01,49.82,65.43,71.28,32.17,266.8,216.5
755,56.75,47.65,85.21,93.8,51.65,268.8,215.0
756,57.24,50.84,85.33,91.35,35.16,268.8,215.2
757,49.17,45.97,66.13,69.4,29.799,272.3,214.4
758,56.26,47.28,85.45,94.01,52.44,267.8,215.3
759,56.63,45.6,75.99,86.55,60.75,265.7,216.9
760,53.84,49.98,64.61,68.25,21.22,269.1,216.2
761,56.63,50.55,74.93,80.66,31.66,265.8,215.1
762,47.46,40.48,65.84,72.47,39.31,267.6,215.9
763,45.82,39.46,69.44,75.54,38.01,267.7,215.9
764,48.97,45.64,65.8,69.03,21.94,268.5,215.7
765,56.87,45.97,76.16,86.47,60.29,267.8,215.5
766,50.69,44.7,74.97,80.7,36.42,268.9,215.7
767,60.52,50.51,85.49,94.95,48.11,263.7,216.4
768,52.7,45.93,77.51,84.22,49.582,267.8,215.5
769,51.14,44.9,66.41,71.53,4.271,267.7,214.9
770,43.36,39.87,71.57,75.25,35.404,267.7,213.0
771,59.94,50.47,85.29,94.29,51.44,267.2,216.9
772,50.2,41.26,74.44,82.42,32.77,269.4,215.5
773,48.97,45.39,85.7,89.3,29.79,269.1,214.1
774,50.03,40.44,80.13,89.3,56.43,267.9,215.9
775,47.58,40.56,65.96,72.59,39.5,267.7,214.5
776,44.26,40.36,66.17,70.18,34.65,268.4,215.1
777,47.0,40.15,64.9,71.41,40.724,269.1,215.0
778,48.07,41.38,62.24,68.54,32.33,263.3,215.1
779,54.46,47.15,82.3,89.26,48.41,274.8,216.6
780,46.43,40.52,79.76,85.61,45.784,270.2,214.7
781,56.59,50.27,75.62,81.68,36.57,265.8,215.3
782,50.08,40.15,66.53,75.91,54.59,266.2,213.9
783,51.63,43.67,78.78,86.72,59.4232,266.7,215.1
784,62.52,53.17,85.9,94.58,42.19,265.8,215.9
785,61.91,52.19,74.89,83.98,45.37,264.2,215.2
786,45.53,39.17,69.28,75.46,43.328,269.0,214.9
787,53.92,50.1,64.2,67.8,21.62,270.2,216.0
788,48.48,44.98,66.7,70.18,27.223,270.1,215.6
789,61.42,52.19,83.32,91.3,18.96,267.4,217.3
790,48.36,45.07,64.69,67.92,25.98,272.4,213.7
791,46.35,39.7,71.0,77.26,36.54,270.3,217.1
792,51.43,45.15,85.78,91.88,40.01,267.5,216.3
793,56.55,47.81,72.47,79.72,16.03,275.4,215.9
796,57.45,49.2,69.81,76.69,14.43,273.2,216.0
797,46.31,40.15,79.96,86.06,46.679,269.9,215.6
798,51.84,40.89,69.89,80.17,56.68,266.7,215.0
799,52.57,41.54,71.04,81.27,53.17,267.8,215.6
800,56.22,49.82,65.8,72.02,41.559,267.7,215.9
801,51.3,45.23,85.29,91.14,38.61,269.8,216.6
802,43.4,40.03,70.02,73.58,34.982,270.7,214.9
803,49.01,45.48,85.21,88.89,34.6,269.0,213.4
804,48.89,39.66,63.91,72.51,46.68,267.3,214.5
805,48.48,45.52,75.75,78.78,26.84,271.1,215.2
806,48.85,45.31,64.36,68.09,35.158,269.4,215.9
807,49.17,45.72,85.04,88.56,30.41,269.7,214.7
808,61.34,50.43,75.54,85.82,51.26,264.2,216.9
809,48.89,45.6,65.47,68.99,36.62968,271.9,214.8
810,61.25,50.02,75.83,86.55,60.26,265.6,217.0
811,56.87,46.09,75.87,86.1,59.24,265.7,214.7
812,53.11,50.39,75.38,78.16,23.23,267.4,215.4
813,62.85,54.69,75.3,81.97,4.79,268.8,215.7
814,53.88,50.02,64.61,68.33,23.84,268.5,216.7
815,56.09,49.94,65.8,71.57,32.36,267.5,214.9
816,47.46,40.48,65.84,72.43,37.5,266.9,215.5
817,45.74,39.87,61.42,67.11,40.268,269.4,214.3
818,48.56,45.39,64.57,67.68,21.91,268.1,216.0
819,49.87,39.99,66.37,75.66,51.01,266.4,215.3
820,56.46,51.45,70.38,75.5,41.136,265.2,214.8
821,43.4,39.78,81.11,85.04,43.0098,271.5,213.7
822,54.99,45.64,84.92,93.8,53.34,267.4,215.1
823,55.97,45.15,75.22,85.49,57.96,266.2,216.2
824,48.32,44.9,65.96,69.28,23.74,270.3,215.1
825,48.97,45.31,85.45,89.22,33.92,271.6,216.2
826,51.3,44.41,65.02,71.32,31.19,268.9,215.0
827,56.14,49.9,65.8,71.57,31.38,268.3,213.9
828,46.39,39.78,71.12,77.38,37.97,269.2,215.9
829,49.83,40.6,78.74,87.46,50.54,268.2,216.1
830,45.61,39.25,69.4,75.5,39.836,269.3,215.5
831,44.26,40.93,79.84,83.44,37.317,269.5,214.9
832,50.2,40.28,66.58,75.91,50.38,267.6,217.0
833,51.3,44.41,64.98,71.28,29.23,267.7,215.8
834,48.44,45.56,74.97,77.87,23.94,269.8,215.4
835,50.28,45.27,87.01,92.12,42.54,267.0,214.6
836,51.47,40.07,69.97,80.78,63.3,265.6,214.0
837,43.36,40.11,69.36,72.84,35.9025,270.9,214.5
838,58.63,50.35,69.61,77.3,39.57,267.3,215.6
839,47.99,40.89,75.09,81.93,48.01,271.1,214.9
840,48.44,44.98,66.0,69.36,22.54,268.2,216.0
841,49.17,45.72,85.0,88.52,30.96,270.4,214.3
842,55.89,46.58,74.89,83.98,65.5,269.0,214.5
843,56.59,50.35,85.33,91.18,32.6,268.0,215.8
844,52.0,45.8,86.15,92.21,42.16,269.7,217.2
845,51.88,41.42,70.87,80.45,55.92,274.3,214.8
846,56.05,51.7,85.62,89.91,32.38,269.3,215.0
847,54.09,50.27,83.73,87.74,35.95,266.5,215.4
848,56.95,50.63,85.37,91.35,34.43,268.5,216.7
849,51.63,45.64,85.33,91.22,43.77,269.8,215.5
850,51.02,44.25,64.77,71.12,34.71,268.5,216.7
851,55.73,45.43,70.1,79.72,51.32,266.9,215.4
852,48.07,45.27,74.68,77.59,26.064,269.5,216.1
853,49.91,40.23,65.59,74.6,47.63,267.8,215.6
854,56.67,45.6,76.03,86.51,58.97,265.1,214.6
855,46.88,40.48,81.15,87.41,45.29,270.5,216.3
856,47.5,41.26,81.15,87.29,46.54,271.3,216.1
857,55.11,45.93,85.29,94.05,55.28,268.8,215.3
858,50.03,44.04,75.71,81.56,40.59,269.1,216.6
859,63.96,53.75,85.12,93.8,18.29,265.9,213.8
860,61.42,50.59,75.54,85.82,58.44,265.4,215.1
861,46.96,40.03,71.37,78.16,51.418,271.6,215.5
862,59.57,50.59,70.55,78.94,43.16,266.0,215.7
863,56.01,49.9,65.27,70.91,27.05,265.8,215.3
864,55.64,44.94,70.26,80.29,55.0,266.3,214.5
865,48.4,45.48,74.93,77.87,23.67,267.9,214.8
866,49.01,45.68,65.72,68.95,22.56,269.5,215.3
867,55.32,50.88,84.18,88.77,39.42,268.1,216.3
868,56.01,49.9,65.35,70.87,22.83,267.2,215.9
869,55.32,46.29,85.33,94.05,54.97,266.8,216.2
870,59.29,50.1,70.79,79.31,41.23,266.1,216.0
871,45.57,39.17,69.28,75.46,42.802,269.4,214.4
872,57.24,50.88,85.33,91.35,36.05,268.5,215.3
873,56.22,49.69,66.37,72.55,38.406,270.5,216.0
874,48.97,45.39,85.7,89.38,33.44,270.7,214.9
875,56.42,50.39,74.85,80.62,33.78,265.7,215.9
876,53.92,50.68,85.21,88.48,25.87,269.3,217.0
877,55.4,46.25,85.41,94.17,53.45,268.9,217.7
878,52.74,49.86,76.12,79.06,24.87,267.6,214.7
879,51.51,40.56,69.93,80.37,60.44,265.3,215.3
880,50.16,40.19,66.53,75.95,55.275,268.0,215.4
881,43.57,39.95,80.78,84.55,36.244,272.5,215.2
882,65.1,64.06,65.1,66.41,18.69,269.5,216.8
883,53.8,49.9,64.49,68.21,22.7,269.4,217.3
884,43.65,39.91,66.25,70.14,35.817,270.0,215.3
885,50.49,43.96,75.91,82.46,49.1895,267.2,216.8
886,47.09,40.97,81.03,87.01,43.76,270.8,215.8
887,55.81,49.82,81.89,87.74,41.88,270.0,216.0
888,56.01,45.19,75.22,85.45,58.87,267.4,215.7
889,48.97,45.43,66.33,69.73,23.17,271.2,215.8
890,49.79,40.11,65.39,74.44,51.42,269.3,215.5
891,46.47,40.52,80.09,85.9,41.33,269.2,215.5
892,47.29,40.23,66.29,72.92,38.962,269.7,215.7
893,61.7,51.78,85.66,95.11,56.2,265.7,214.5
894,48.4,45.52,75.05,78.04,27.834,270.6,214.7
895,43.85,40.19,80.13,83.98,35.643,269.2,216.5
896,60.64,50.47,85.62,95.36,59.44,265.8,214.8
897,51.1,44.33,64.53,70.75,34.51,270.4,213.6
898,54.7,46.66,69.48,77.26,51.228,268.7,216.4
899,49.22,45.84,84.96,88.48,32.29,268.8,215.1
900,56.3,45.84,70.92,80.66,54.7,269.4,215.3
901,45.82,39.13,71.12,77.55,39.67,267.6,216.7
902,53.97,50.1,64.65,68.38,23.58,268.2,216.9
903,53.68,50.35,62.48,65.63,19.12,269.3,215.5
904,48.4,45.27,64.65,67.76,23.494,267.7,215.0
905,50.61,41.22,81.11,90.12,59.14,268.9,214.9
906,55.97,45.15,75.22,85.49,58.66,266.5,216.0
907,47.33,41.01,81.19,87.41,47.21,270.6,215.4
908,55.6,45.15,70.02,79.8,49.94,266.2,216.5
909,53.64,50.1,62.56,65.88,18.94,269.1,215.7
910,52.57,41.54,71.04,81.31,61.05,270.2,213.9
911,55.81,46.79,76.69,84.22,18.99,275.4,215.5
912,57.16,51.53,64.73,69.4,8.48,272.7,215.9
913,47.09,40.03,65.22,71.94,43.708,269.4,214.0
914,57.24,56.82,60.52,61.33,19.15,272.6,217.0
915,57.2,50.84,85.29,91.26,36.34,269.3,214.0
916,53.56,50.22,85.45,88.81,26.07,267.9,216.4
917,51.3,42.12,80.99,89.5,45.04,268.4,215.3
918,43.24,40.07,69.4,72.76,33.013,270.4,215.3
919,56.26,49.86,66.25,72.06,28.42,269.8,214.6
920,61.09,49.86,75.75,86.43,58.34,264.8,216.4
921,43.89,39.74,68.46,72.76,38.2868,269.2,215.8
922,55.93,49.86,65.35,70.87,26.13,268.9,215.2
923,53.6,50.27,62.44,65.59,19.66,270.5,215.6
924,49.87,40.64,78.78,87.46,48.2,268.7,217.1
925,53.56,44.94,71.24,79.39,54.996,275.4,216.8
926,48.44,44.82,85.45,89.18,33.3,270.0,215.1
927,50.2,44.25,76.03,81.97,43.534,265.9,215.3
928,56.26,49.98,75.46,81.44,35.29,266.4,215.2
929,60.35,50.39,85.37,94.87,55.22,267.1,216.8
930,57.45,48.63,85.41,93.68,46.95,268.0,215.0
931,55.81,45.15,70.38,80.45,59.36,267.3,214.5
932,51.88,41.18,70.96,80.74,56.13,275.4,216.0
933,56.95,50.22,66.78,73.37,46.5193,267.4,214.7
934,55.89,44.98,75.17,85.49,58.31,267.1,216.2
935,50.28,40.32,66.58,75.99,53.99,267.5,215.8
936,52.12,40.89,71.2,81.76,60.98,270.0,216.8
937,52.94,50.22,75.17,77.96,23.35,267.2,215.0
938,55.85,44.94,75.17,85.53,60.85,268.2,216.7
939,58.8,51.41,88.07,95.36,53.15,267.2,214.5
